instrument,source_symbol,session_date,close,adjusted_close,return1,available_at,available_at_basis,source_url,source_sha256
NVDA,NVDA,2025-06-26,155.02,154.64,0.004601127600285082,2025-06-26T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-06-26,5541.46,5541.46,0.00876704348934143,2025-06-26T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-06-26,224.01,220.97,0.005701715004040597,2025-06-26T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-06-27,22172.0,22172.0,0.002169589585969911,2025-06-26T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-06-27,29.155,29.155,0.0005147563486616047,2025-06-27T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-06-27,20273.46,20273.46,0.00523356163330746,2025-06-27T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-06-27,157.75,157.36,0.017610630886337075,2025-06-27T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-06-27,5544.99,5544.99,0.0006370162375979316,2025-06-27T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-06-27,228.57,225.46,0.020356234096692072,2025-06-27T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-06-30,22132.0,22132.0,0.002082767363940974,2025-06-29T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-06-30,29.3,29.3,0.004973417938604063,2025-06-30T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-06-30,20369.73,20369.73,0.004748572764589731,2025-06-30T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-06-30,157.99,157.6,0.0015213946117274002,2025-06-30T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-06-30,5546.54,5546.54,0.00027953161322202824,2025-06-30T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-06-30,226.49,223.41,-0.009100056875355422,2025-06-30T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-01,22160.0,22160.0,0.0009937663745596126,2025-06-30T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-01,29.155,29.155,-0.004948805460750827,2025-07-01T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-01,20202.89,20202.89,-0.008190584754928065,2025-07-01T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-01,153.3,152.92,-0.029685423128046118,2025-07-01T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-01,5507.5,5507.5,-0.007038622276229867,2025-07-01T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-01,224.68,221.63,-0.007991522804538853,2025-07-01T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-02,22293.0,22293.0,-0.002550335570469797,2025-07-01T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-02,29.0,29.0,-0.0053164122791974355,2025-07-02T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-02,20393.13,20393.13,0.009416474573687328,2025-07-02T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-02,157.25,156.87,0.025766470971950284,2025-07-02T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-02,5611.05,5611.05,0.01880163413527014,2025-07-02T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-02,233.6,230.43,0.039700907957984644,2025-07-02T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-03,22570.0,22570.0,0.008039303260384045,2025-07-02T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-03,28.810000000000002,28.810000000000002,-0.0065517241379309255,2025-07-03T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-03,20601.1,20601.1,0.010198042183813705,2025-07-03T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-03,159.34,158.95,0.013290937996820462,2025-07-03T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-03,5647.12,5647.12,0.00642838684381708,2025-07-03T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-03,234.8,231.61,0.005136986301369939,2025-07-03T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-04,22793.0,22793.0,0.0035222119491040704,2025-07-03T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-04,28.925,28.925,0.003991669559180844,2025-07-04T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-07,22355.0,22355.0,-0.0033437360677663897,2025-07-06T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-07,29.03,29.03,0.003630077787381225,2025-07-07T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-07,20412.52,20412.52,-0.0091538801326142,2025-07-07T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-07,158.24,157.85,-0.006903476841973122,2025-07-07T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-07,5541.2,5541.2,-0.018756463471645723,2025-07-07T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-07,229.17,226.06,-0.023977853492334056,2025-07-07T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-08,22222.0,22222.0,-0.004033703836500591,2025-07-07T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-08,29.064999999999998,29.064999999999998,0.0012056493282810443,2025-07-08T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-08,20418.46,20418.46,0.0002909978777729805,2025-07-08T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-08,160.0,159.61,0.011122345803842304,2025-07-08T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-08,5641.22,5641.22,0.01805024182487558,2025-07-08T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-08,227.86,224.76,-0.005716280490465464,2025-07-08T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-09,22268.0,22268.0,-0.0003142536475869706,2025-07-08T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-09,29.15,29.15,0.0029244796146568053,2025-07-09T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-09,20611.34,20611.34,0.009446353936584995,2025-07-09T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-09,162.88,162.48,0.018000000000000016,2025-07-09T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-09,5665.99,5665.99,0.004390894168282644,2025-07-09T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-09,231.84,228.69,0.017466865619239824,2025-07-09T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-10,22468.0,22468.0,0.0013370175594973333,2025-07-09T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-10,29.235,29.235,0.002915951972555675,2025-07-10T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-10,20630.66,20630.66,0.0009373480812018276,2025-07-10T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-10,164.1,163.7,0.007490176817288807,2025-07-10T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-10,5708.28,5708.28,0.007463832445874452,2025-07-10T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-10,229.76,226.64,-0.00897170462387864,2025-07-10T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-11,22583.0,22583.0,-0.0015032939824025648,2025-07-10T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-11,29.2,29.2,-0.0011971951428082495,2025-07-11T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-11,20585.53,20585.53,-0.0021875209033546117,2025-07-11T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-11,164.92,164.52,0.004996953077391897,2025-07-11T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
SOX,^SOX,2025-07-11,5696.29,5696.29,-0.002100457580917481,2025-07-11T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^SOX&start_date=2024-01-01&end_date=2026-09-21,bb1dfe9d9647a8ea17a233c3087d15fb5a75e192558e336b6d2eefc5e2b14459
TSM_ADR,TSM,2025-07-11,230.4,227.27,0.0027855153203342198,2025-07-11T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=TSM&start_date=2024-01-01&end_date=2026-09-21,45b3faf52fcc2c7ce23fa9432b344fcfb42138d05f8db4633324c1f0ca0eba48
TAIWAN_FUTURES_NIGHT,TX:202507,2025-07-14,22637.0,22637.0,-0.004748296328863533,2025-07-13T22:00:00+00:00,DERIVED_NIGHT_ENDED_BY_ATTRIBUTION_DATE_0600,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanFuturesDaily&data_id=TX&start_date=2024-01-01&end_date=2026-09-21,32ae1f1355e0f8744b442ee7d65940a9a3c027107d198fcd6df0bb9ff80085ba
USD_TWD,USD_BANK_SPOT_MID,2025-07-14,29.29,29.29,0.003082191780821919,2025-07-14T11:30:00+00:00,ASSUMED_TAIWAN_BANK_END_OF_DAY_1930,https://api.finmindtrade.com/api/v4/data?dataset=TaiwanExchangeRate&data_id=USD&start_date=2024-01-01&end_date=2026-09-21,3ccd09ac85b0b18f4e6605271527af690fb84d1b6c09502520e2e2f5fcaa0a12
NASDAQ,^IXIC,2025-07-14,20640.33,20640.33,0.002662064080934723,2025-07-14T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=^IXIC&start_date=2024-01-01&end_date=2026-09-21,72fb60386a39aedbc9b533767c0abb43c9b666c31706941b186ae1794cc2c04a
NVDA,NVDA,2025-07-14,164.07,163.67,-0.005154014067426549,2025-07-14T20:30:00+00:00,DERIVED_CONSERVATIVE_US_SESSION_CLOSE_PLUS_30M,https://api.finmindtrade.com/api/v4/data?dataset=USStockPrice&data_id=NVDA&start_date=2024-01-01&end_date=2026-09-21,587a84ad91a1a36629721b16279db205b538215f349305334958531a65585f4b
