date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume,rejection
2014-10-20,2014-10-17,3045.TW,3045.TW,1029000,96.85743780156197,99666303.49780726,142024.48248437536,0.0,0.0,0.13500792138314238,7621775.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,3293.TWO,3293.TWO,264000,156.75908035690284,41384397.21422235,58972.76603026685,0.0,0.0,0.0457879031481785,5765715.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,4904.TW,4904.TW,1585000,62.66961870174611,99331345.64226758,141547.1675402313,0.0,0.0,0.4024463660870508,3938413.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,5274.TWO,5274.TWO,1000,222.12306100023,222123.06100023,316.52536192532773,0.0,0.0,0.012777593212542486,78262.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,5347.TWO,5347.TWO,1000,45.3518838848412,45351.8838848412,64.62643453589871,0.0,0.0,9.453907332989401e-05,10577637.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,5483.TWO,5483.TWO,1000,45.93181897909374,45931.81897909374,65.45284204520858,0.0,0.0,0.00018659640689958873,5359160.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,5880.TW,5880.TW,1000,15.91917904818441,15919.179048184411,22.684830143662786,0.0,0.0,0.00027007836864022835,3702629.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,6023.TWO,6023.TWO,3021000,33.014195673158824,99735885.1286128,142123.63630827324,0.0,0.0,171.54051445119526,17611.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-20,2014-10-17,8358.TWO,8358.TWO,1000,9.989415204678362,9989.415204678362,14.234916666666667,0.0,0.0,0.005847953216374269,171000.0,ACTIVE_CAP:2059.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:6023.TWO
2014-10-21,2014-10-20,1216.TW,1216.TW,377000,50.67853805186178,19105808.84555189,27225.777604911444,0.0,0.0,0.04468288485505026,8437235.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2059.TW,2059.TW,128000,386.62916679203397,49488533.34938035,70521.160022867,0.0,0.0,0.4279204736544743,299121.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2330.TW,2330.TW,1000,125.24883190924957,125248.83190924958,178.47958547068066,0.0,0.0,3.898964419454335e-05,25647836.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2368.TW,2368.TW,2320000,11.660250655948195,27051781.521799814,38548.78866856474,0.0,0.0,1.2951487746329482,1791300.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2404.TW,2404.TW,1000,29.012119081930337,29012.119081930337,41.34226969175073,0.0,0.0,0.003514814944993146,284510.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2603.TW,2603.TW,1000,17.557181452153635,17557.181452153636,25.018983569318934,0.0,0.0,0.00016353818125917858,6114780.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2609.TW,2609.TW,7289000,13.760138296787133,100297648.04528141,142924.14846452602,0.0,0.0,0.980932312306024,7430686.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2610.TW,2610.TW,1000,10.242008881955337,10242.008881955337,14.594862656786356,0.0,0.0,8.066438413347697e-05,12397045.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2615.TW,2615.TW,4519000,22.524523371881713,101788321.11753346,145048.35759248518,0.0,0.0,0.6919659673405538,6530668.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2618.TW,2618.TW,6203000,16.270872115649347,100928219.7333729,143822.71312005637,0.0,0.0,0.5658728755592362,10961826.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2801.TW,2801.TW,176000,18.180539517135287,3199774.9550158107,4559.679310897531,0.0,0.0,0.00871484334400621,20195429.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2812.TW,2812.TW,9888000,10.087798100091545,99748147.6137052,142141.11034952992,0.0,0.0,6.715146839507447,1472492.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2884.TW,2884.TW,1000,18.558858824324293,18558.858824324292,26.446373824662118,0.0,0.0,0.00019930693008133517,5017387.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2887.TW,2887.TW,7033000,14.129944457577444,99375899.37014216,141610.6566024526,0.0,0.0,0.6810975150932391,10325981.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2891.TW,2891.TW,1000,20.668912547597017,20668.912547597018,29.45320038032575,0.0,0.0,4.595748326159523e-05,21759242.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,2892.TW,2892.TW,1000,18.15672669808927,18156.726698089267,25.873335544777206,0.0,0.0,0.00018495488210605905,5406724.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,3045.TW,3045.TW,1031000,96.02643118651834,99003250.55330041,141079.6320384531,0.0,0.0,0.2420249151856432,4259892.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,3363.TWO,3363.TWO,3334000,30.95701094759179,103210674.49927104,147075.21116146122,0.0,0.0,4.1228138513684796,808671.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,4904.TW,4904.TW,1600000,61.67103701036496,98673659.21658394,140609.96438363212,0.0,0.0,0.411512049587202,3888100.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,4979.TWO,4979.TWO,1000,48.52861937183775,48528.61937183775,69.15328260486879,0.0,0.0,0.0011357118926070835,880505.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,5880.TW,5880.TW,1000,15.92616152937956,15926.161529379558,22.69478017936587,0.0,0.0,0.000379144906908551,2637514.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-21,2014-10-20,6023.TWO,6023.TWO,1000,33.033260032985154,33033.260032985156,47.07239554700385,0.0,0.0,0.02748763056624519,36380.0,ACTIVE_CAP:2615.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:3363.TWO
2014-10-22,2014-10-21,1216.TW,1216.TW,1000,50.54725182162977,50547.25182162977,72.02983384582242,0.0,0.0,0.0001291500929428644,7742929.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2059.TW,2059.TW,102000,386.8733074092077,39461077.35573918,56232.03523192834,0.0,0.0,0.35414207346712034,288020.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2368.TW,2368.TW,1456000,11.913645555400057,17346267.928662483,24718.431798344038,0.0,0.0,0.2776075567217446,5244814.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2404.TW,2404.TW,1059000,29.090540394487977,30806882.277762767,43899.80724581194,0.0,0.0,2.861388813834099,370100.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2609.TW,2609.TW,7343000,13.71940585735015,100741597.21052215,143556.77602499406,0.0,0.0,1.721619133207086,4265171.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2610.TW,2610.TW,9696000,10.431842572826016,101147145.58612105,144134.6824602225,0.0,0.0,0.297231835405664,32621001.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2618.TW,2618.TW,6071000,16.670864547690528,101208818.66902919,144222.5666033666,0.0,0.0,0.25340892608001936,23957325.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2801.TW,2801.TW,3894000,18.24689507254252,71053409.41248058,101251.10841278483,0.0,0.0,0.22078627355748148,17636966.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2812.TW,2812.TW,9888000,10.117600164062669,100042830.42225167,142561.03335170864,0.0,0.0,3.5144100408059686,2813559.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2880.TW,2880.TW,1000,17.43940969312839,17439.40969312839,24.851158812707954,0.0,0.0,0.0003114878591377144,3210398.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2884.TW,2884.TW,1000,18.628801543275305,18628.801543275305,26.54604219916731,0.0,0.0,0.00013324313661272229,7505077.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2891.TW,2891.TW,1000,20.752049792301584,20752.049792301583,29.571670954029756,0.0,0.0,4.1530131169181586e-05,24078903.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,2892.TW,2892.TW,1000,18.291424694097046,18291.424694097044,26.065280189088288,0.0,0.0,0.00011261958792492778,8879450.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,3045.TW,3045.TW,1040000,95.4869808728655,99306460.10778013,141511.7056535867,0.0,0.0,0.3836641698982995,2710704.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,3293.TWO,3293.TWO,1000,159.08445443447124,159084.45443447123,226.6953475691215,0.0,0.0,0.0003029320795984332,3301070.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,3363.TWO,3363.TWO,3237000,30.47703175828075,98654151.80155478,140582.16631721557,0.0,0.0,8.031998967775234,403013.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,3443.TW,3443.TW,467000,92.08359546571,43003039.08248657,61279.330692543364,0.0,0.0,0.3265147452520771,1430257.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,4904.TW,4904.TW,1618000,61.394758140929234,99336718.6720235,141554.8241076335,0.0,0.0,0.5127395821647751,3155598.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,5880.TW,5880.TW,1000,15.990650430735645,15990.650430735644,22.786676863798295,0.0,0.0,0.0002473431022316037,4042967.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,5903.TWO,5903.TWO,1000,195.75435816164818,195754.35816164818,278.94996038034867,0.0,0.0,0.00792393026941363,126200.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,6023.TWO,6023.TWO,1000,33.26919525291563,33269.195252915626,47.40860323540477,0.0,0.0,0.017100448031738432,58478.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
2014-10-22,2014-10-21,6147.TWO,6147.TWO,1000,56.1579251685892,56157.9251685892,80.02504336523961,0.0,0.0,9.153129569413902e-05,10925225.0,ACTIVE_CAP:2609.TW;ACTIVE_CAP:2610.TW;ACTIVE_CAP:2618.TW;ACTIVE_CAP:2812.TW
